Vendor,"GRAPHTEC Corporation"
Model,"GL240"
Version,"Ver1.51  "
MaxChannel,10
WLStartCH,10
MaxLogicChannel,4
Logic/Pulse,Off,Off
TempUnit,C
Sampling interval,500ms
Total data points,4474      
Trigger,0         
Start time,2021-03-25,09:32:01
End time,2021-03-25,10:09:18
Trigger time,2021-03-25,09:32:01
AMP settings
CH,Signal name,Amp,Input,Range,Temperature Range,Filter,Span,,Unit,Color,,,Line Width
CH1," CH 1","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],28,5,6,0
CH2," CH 2","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],0,13,23,0
CH3," CH 3","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],9,22,8,0
CH4," CH 4","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],21,0,21,0
CH5," CH 5","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],28,16,2,0
CH6," CH 6","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],5,23,30,0
CH7," CH 7","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],30,23,1,0
CH8," CH 8","M",TEMP,TC_K,2000degC,Off,+200.0,+0.0,[degC],28,0,17,0
Calc settings
CH,Left term,Operator,Right term,Scaling,Span,,Unit
Data
Number,Date&Time,ms,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,Alarm1-10,AlarmOut
        45,2021/03/25 09:32:23,  0,+  22.6,+  22.9,+  22.0,+  22.3,+  21.7,+  22.3,+  23.1,+  23.2,LLLLLLLLLL,LLLL
        46,2021/03/25 09:32:23,500,+  22.6,+  22.9,+  22.0,+  22.3,+  21.7,+  22.3,+  23.1,+  23.2,LLLLLLLLLL,LLLL
        47,2021/03/25 09:32:24,  0,+  22.5,+  22.9,+  22.0,+  22.3,+  21.7,+  22.3,+  23.1,+  23.2,LLLLLLLLLL,LLLL
        48,2021/03/25 09:32:24,500,+  22.6,+  22.9,+  22.0,+  22.3,+  21.6,+  22.3,+  23.1,+  23.2,LLLLLLLLLL,LLLL
        49,2021/03/25 09:32:25,  0,+  22.6,+  22.9,+  22.0,+  22.3,+  21.7,+  22.3,+  23.1,+  23.3,LLLLLLLLLL,LLLL
        50,2021/03/25 09:32:25,500,+  22.6,+  22.9,+  22.0,+  22.3,+  21.7,+  22.3,+  23.1,+  23.2,LLLLLLLLLL,LLLL
        51,2021/03/25 09:32:26,  0,+  22.6,+  22.9,+  22.0,+  22.3,+  21.7,+  22.3,+  23.1,+  23.2,LLLLLLLLLL,LLLL
        52,2021/03/25 09:32:26,500,+  22.6,+  22.9,+  22.0,+  22.3,+  21.7,+  22.3,+  23.1,+  23.2,LLLLLLLLLL,LLLL
        53,2021/03/25 09:32:27,  0,+  22.5,+  22.9,+  22.0,+  22.3,+  21.7,+  22.3,+  23.1,+  23.2,LLLLLLLLLL,LLLL
        54,2021/03/25 09:32:27,500,+  22.6,+  22.9,+  22.0,+  22.3,+  21.7,+  22.3,+  23.1,+  23.3,LLLLLLLLLL,LLLL
        55,2021/03/25 09:32:28,  0,+  22.6,+  22.9,+  22.0,+  22.3,+  21.7,+  22.3,+  23.1,+  23.2,LLLLLLLLLL,LLLL
        56,2021/03/25 09:32:28,500,+  22.6,+  22.9,+  22.0,+  22.3,+  21.7,+  22.3,+  23.1,+  23.2,LLLLLLLLLL,LLLL
        57,2021/03/25 09:32:29,  0,+  22.6,+  22.9,+  22.0,+  22.3,+  21.7,+  22.3,+  23.1,+  23.2,LLLLLLLLLL,LLLL
        58,2021/03/25 09:32:29,500,+  22.6,+  22.9,+  22.0,+  22.3,+  21.7,+  22.3,+  23.1,+  23.3,LLLLLLLLLL,LLLL
        59,2021/03/25 09:32:30,  0,+  22.6,+  22.9,+  22.0,+  22.3,+  21.7,+  22.3,+  23.1,+  23.2,LLLLLLLLLL,LLLL
        60,2021/03/25 09:32:30,500,+  22.6,+  22.9,+  22.0,+  22.3,+  21.7,+  22.3,+  23.1,+  23.2,LLLLLLLLLL,LLLL
        61,2021/03/25 09:32:31,  0,+  22.6,+  22.9,+  22.0,+  22.3,+  21.7,+  22.3,+  23.1,+  23.3,LLLLLLLLLL,LLLL
        62,2021/03/25 09:32:31,500,+  22.6,+  22.9,+  22.0,+  22.3,+  21.7,+  22.3,+  23.1,+  23.3,LLLLLLLLLL,LLLL
        63,2021/03/25 09:32:32,  0,+  22.6,+  22.9,+  22.0,+  22.3,+  21.7,+  22.3,+  23.1,+  23.3,LLLLLLLLLL,LLLL
        64,2021/03/25 09:32:32,500,+  22.6,+  22.9,+  22.0,+  22.3,+  21.7,+  22.3,+  23.2,+  23.3,LLLLLLLLLL,LLLL
        65,2021/03/25 09:32:33,  0,+  22.6,+  22.9,+  22.0,+  22.3,+  21.7,+  22.3,+  23.1,+  23.3,LLLLLLLLLL,LLLL
        66,2021/03/25 09:32:33,500,+  22.6,+  22.9,+  22.0,+  22.3,+  21.7,+  22.3,+  23.1,+  23.3,LLLLLLLLLL,LLLL
        67,2021/03/25 09:32:34,  0,+  22.6,+  22.9,+  22.0,+  22.3,+  21.8,+  22.3,+  23.1,+  23.3,LLLLLLLLLL,LLLL
        68,2021/03/25 09:32:34,500,+  22.6,+  22.9,+  22.0,+  22.3,+  21.7,+  22.3,+  23.1,+  23.3,LLLLLLLLLL,LLLL
        69,2021/03/25 09:32:35,  0,+  22.6,+  22.9,+  22.0,+  22.3,+  21.6,+  22.3,+  23.1,+  23.3,LLLLLLLLLL,LLLL
        70,2021/03/25 09:32:35,500,+  22.6,+  22.9,+  22.0,+  22.3,+  21.7,+  22.3,+  23.1,+  23.3,LLLLLLLLLL,LLLL
        71,2021/03/25 09:32:36,  0,+  22.6,+  22.9,+  22.0,+  22.3,+  21.7,+  22.3,+  23.1,+  23.2,LLLLLLLLLL,LLLL
        72,2021/03/25 09:32:36,500,+  22.5,+  22.9,+  22.0,+  22.3,+  21.7,+  22.3,+  23.1,+  23.3,LLLLLLLLLL,LLLL
        73,2021/03/25 09:32:37,  0,+  22.6,+  22.9,+  22.0,+  22.3,+  21.8,+  22.3,+  23.1,+  23.2,LLLLLLLLLL,LLLL
        74,2021/03/25 09:32:37,500,+  22.4,+  22.9,+  22.0,+  22.2,+  21.8,+  22.3,+  23.1,+  23.3,LLLLLLLLLL,LLLL
        75,2021/03/25 09:32:38,  0,+  22.6,+  22.9,+  22.0,+  22.3,+  21.9,+  22.3,+  23.1,+  23.3,LLLLLLLLLL,LLLL
        76,2021/03/25 09:32:38,500,+  22.6,+  22.9,+  22.0,+  22.3,+  21.6,+  22.3,+  23.2,+  23.3,LLLLLLLLLL,LLLL
        77,2021/03/25 09:32:39,  0,+  22.6,+  22.9,+  22.0,+  22.3,+  21.7,+  22.3,+  23.1,+  23.3,LLLLLLLLLL,LLLL
        78,2021/03/25 09:32:39,500,+  22.6,+  22.9,+  22.0,+  22.3,+  21.7,+  22.3,+  23.1,+  23.3,LLLLLLLLLL,LLLL
        79,2021/03/25 09:32:40,  0,+  22.6,+  22.9,+  22.0,+  22.3,+  21.8,+  22.3,+  23.1,+  23.3,LLLLLLLLLL,LLLL
        80,2021/03/25 09:32:40,500,+  22.6,+  22.9,+  22.0,+  22.3,+  21.7,+  22.3,+  23.1,+  23.3,LLLLLLLLLL,LLLL
        81,2021/03/25 09:32:41,  0,+  22.6,+  22.9,+  22.0,+  22.3,+  21.8,+  22.3,+  23.1,+  23.3,LLLLLLLLLL,LLLL
        82,2021/03/25 09:32:41,500,+  22.6,+  22.9,+  22.0,+  22.3,+  21.8,+  22.3,+  23.1,+  23.3,LLLLLLLLLL,LLLL
        83,2021/03/25 09:32:42,  0,+  22.6,+  22.9,+  22.0,+  22.3,+  21.7,+  22.3,+  23.1,+  23.3,LLLLLLLLLL,LLLL
        84,2021/03/25 09:32:42,500,+  22.6,+  22.8,+  22.0,+  22.3,+  21.7,+  22.3,+  23.1,+  23.3,LLLLLLLLLL,LLLL
        85,2021/03/25 09:32:43,  0,+  22.6,+  22.9,+  22.0,+  22.3,+  21.6,+  22.3,+  23.1,+  23.3,LLLLLLLLLL,LLLL
        86,2021/03/25 09:32:43,500,+  22.5,+  22.9,+  22.0,+  22.3,+  21.8,+  22.3,+  23.1,+  23.2,LLLLLLLLLL,LLLL
        87,2021/03/25 09:32:44,  0,+  22.5,+  22.8,+  22.1,+  22.1,+  22.3,+  22.3,+  23.1,+  23.3,LLLLLLLLLL,LLLL
        88,2021/03/25 09:32:44,500,+  22.8,+  22.9,+  22.0,+  22.1,+  21.7,+  22.3,+  23.1,+  23.3,LLLLLLLLLL,LLLL
        89,2021/03/25 09:32:45,  0,+  22.6,+  22.9,+  22.0,+  22.2,+  21.7,+  22.3,+  23.1,+  23.3,LLLLLLLLLL,LLLL
        90,2021/03/25 09:32:45,500,+  22.6,+  22.9,+  22.0,+  22.2,+  21.6,+  22.3,+  23.1,+  23.3,LLLLLLLLLL,LLLL
        91,2021/03/25 09:32:46,  0,+  22.6,+  22.9,+  22.0,+  22.2,+  21.7,+  22.3,+  23.1,+  23.3,LLLLLLLLLL,LLLL
        92,2021/03/25 09:32:46,500,+  22.5,+  22.9,+  22.0,+  22.2,+  21.7,+  22.3,+  23.1,+  23.3,LLLLLLLLLL,LLLL
        93,2021/03/25 09:32:47,  0,+  22.6,+  22.9,+  22.0,+  22.3,+  21.7,+  22.3,+  23.1,+  23.3,LLLLLLLLLL,LLLL
        94,2021/03/25 09:32:47,500,+  22.6,+  22.9,+  22.0,+  22.2,+  21.7,+  22.3,+  23.1,+  23.3,LLLLLLLLLL,LLLL
        95,2021/03/25 09:32:48,  0,+  22.6,+  22.9,+  22.0,+  22.3,+  21.7,+  22.3,+  23.1,+  23.3,LLLLLLLLLL,LLLL
        96,2021/03/25 09:32:48,500,+  22.5,+  22.9,+  22.0,+  22.3,+  21.7,+  22.3,+  23.1,+  23.3,LLLLLLLLLL,LLLL
        97,2021/03/25 09:32:49,  0,+  22.5,+  22.9,+  22.0,+  22.2,+  21.7,+  22.3,+  23.1,+  23.3,LLLLLLLLLL,LLLL
        98,2021/03/25 09:32:49,500,+  22.6,+  22.9,+  22.0,+  22.3,+  21.7,+  22.3,+  23.1,+  23.3,LLLLLLLLLL,LLLL
        99,2021/03/25 09:32:50,  0,+  22.6,+  22.9,+  22.0,+  22.2,+  21.7,+  22.3,+  23.1,+  23.3,LLLLLLLLLL,LLLL
       100,2021/03/25 09:32:50,500,+  22.5,+  22.9,+  22.0,+  22.2,+  21.7,+  22.3,+  23.1,+  23.3,LLLLLLLLLL,LLLL
       101,2021/03/25 09:32:51,  0,+  22.5,+  22.9,+  22.0,+  22.2,+  21.6,+  22.3,+  23.1,+  23.2,LLLLLLLLLL,LLLL
       102,2021/03/25 09:32:51,500,+  22.5,+  22.9,+  22.0,+  22.2,+  21.7,+  22.3,+  23.1,+  23.3,LLLLLLLLLL,LLLL
       103,2021/03/25 09:32:52,  0,+  22.5,+  22.9,+  22.0,+  22.2,+  21.7,+  22.3,+  23.1,+  23.3,LLLLLLLLLL,LLLL
       104,2021/03/25 09:32:52,500,+  22.5,+  22.9,+  22.0,+  22.2,+  21.7,+  22.3,+  23.1,+  23.2,LLLLLLLLLL,LLLL
       105,2021/03/25 09:32:53,  0,+  22.5,+  22.9,+  22.0,+  22.2,+  21.7,+  22.3,+  23.1,+  23.3,LLLLLLLLLL,LLLL
       106,2021/03/25 09:32:53,500,+  22.5,+  22.9,+  22.0,+  22.2,+  21.7,+  22.3,+  23.1,+  23.3,LLLLLLLLLL,LLLL
       107,2021/03/25 09:32:54,  0,+  22.6,+  22.9,+  22.0,+  22.3,+  21.6,+  22.3,+  23.1,+  23.3,LLLLLLLLLL,LLLL
       108,2021/03/25 09:32:54,500,+  22.6,+  22.9,+  22.0,+  22.2,+  21.7,+  22.3,+  23.1,+  23.3,LLLLLLLLLL,LLLL
       109,2021/03/25 09:32:55,  0,+  22.6,+  22.9,+  22.0,+  22.3,+  21.7,+  22.3,+  23.1,+  23.3,LLLLLLLLLL,LLLL
       110,2021/03/25 09:32:55,500,+  22.6,+  22.9,+  22.0,+  22.3,+  21.7,+  22.3,+  23.1,+  23.3,LLLLLLLLLL,LLLL
       111,2021/03/25 09:32:56,  0,+  22.5,+  22.9,+  22.0,+  22.3,+  21.7,+  22.3,+  23.1,+  23.3,LLLLLLLLLL,LLLL
       112,2021/03/25 09:32:56,500,+  22.6,+  22.9,+  22.0,+  22.3,+  21.7,+  22.3,+  23.1,+  23.3,LLLLLLLLLL,LLLL
       113,2021/03/25 09:32:57,  0,+  22.6,+  22.9,+  22.0,+  22.2,+  21.7,+  22.3,+  23.1,+  23.2,LLLLLLLLLL,LLLL
       114,2021/03/25 09:32:57,500,+  22.6,+  22.9,+  22.0,+  22.3,+  21.6,+  22.3,+  23.1,+  23.2,LLLLLLLLLL,LLLL
       115,2021/03/25 09:32:58,  0,+  22.6,+  22.9,+  22.0,+  22.2,+  21.7,+  22.3,+  23.1,+  23.3,LLLLLLLLLL,LLLL
       116,2021/03/25 09:32:58,500,+  22.6,+  22.9,+  22.0,+  22.2,+  21.7,+  22.3,+  23.1,+  23.3,LLLLLLLLLL,LLLL
       117,2021/03/25 09:32:59,  0,+  22.6,+  22.9,+  22.0,+  22.1,+  21.7,+  22.3,+  23.1,+  23.2,LLLLLLLLLL,LLLL
       118,2021/03/25 09:32:59,500,+  22.6,+  22.9,+  22.0,+  22.1,+  21.7,+  22.3,+  23.1,+  23.2,LLLLLLLLLL,LLLL
       119,2021/03/25 09:33:00,  0,+  22.6,+  22.9,+  22.0,+  22.1,+  21.7,+  22.3,+  23.1,+  23.3,LLLLLLLLLL,LLLL
       120,2021/03/25 09:33:00,500,+  22.5,+  22.9,+  22.0,+  22.2,+  21.6,+  22.3,+  23.1,+  23.2,LLLLLLLLLL,LLLL
       121,2021/03/25 09:33:01,  0,+  22.5,+  22.9,+  22.0,+  22.1,+  21.7,+  22.3,+  23.1,+  23.3,LLLLLLLLLL,LLLL
       122,2021/03/25 09:33:01,500,+  22.5,+  22.9,+  22.0,+  22.1,+  21.6,+  22.3,+  23.1,+  23.3,LLLLLLLLLL,LLLL
       123,2021/03/25 09:33:02,  0,+  22.5,+  22.9,+  22.0,+  22.1,+  21.6,+  22.3,+  23.1,+  23.3,LLLLLLLLLL,LLLL
       124,2021/03/25 09:33:02,500,+  22.5,+  22.9,+  22.0,+  22.1,+  21.6,+  22.3,+  23.1,+  23.3,LLLLLLLLLL,LLLL
       125,2021/03/25 09:33:03,  0,+  22.5,+  22.9,+  22.0,+  22.1,+  21.7,+  22.3,+  23.1,+  23.3,LLLLLLLLLL,LLLL
       126,2021/03/25 09:33:03,500,+  22.6,+  22.9,+  22.0,+  22.2,+  21.7,+  22.3,+  23.1,+  23.3,LLLLLLLLLL,LLLL
       127,2021/03/25 09:33:04,  0,+  22.5,+  22.9,+  22.0,+  22.1,+  21.7,+  22.3,+  23.1,+  23.3,LLLLLLLLLL,LLLL
       128,2021/03/25 09:33:04,500,+  22.6,+  22.9,+  22.0,+  22.2,+  21.7,+  22.3,+  23.1,+  23.3,LLLLLLLLLL,LLLL
       129,2021/03/25 09:33:05,  0,+  22.6,+  22.9,+  22.0,+  22.2,+  21.7,+  22.3,+  23.1,+  23.3,LLLLLLLLLL,LLLL
       130,2021/03/25 09:33:05,500,+  22.6,+  22.9,+  22.0,+  22.2,+  21.8,+  22.3,+  23.1,+  23.2,LLLLLLLLLL,LLLL
       131,2021/03/25 09:33:06,  0,+  22.6,+  22.9,+  22.0,+  22.2,+  21.7,+  22.3,+  23.1,+  23.3,LLLLLLLLLL,LLLL
       132,2021/03/25 09:33:06,500,+  22.6,+  22.9,+  22.0,+  22.3,+  21.7,+  22.3,+  23.1,+  23.3,LLLLLLLLLL,LLLL
       133,2021/03/25 09:33:07,  0,+  22.5,+  22.9,+  22.0,+  22.3,+  21.7,+  22.3,+  23.1,+  23.3,LLLLLLLLLL,LLLL
       134,2021/03/25 09:33:07,500,+  22.5,+  22.9,+  22.0,+  22.2,+  21.6,+  22.3,+  23.0,+  23.2,LLLLLLLLLL,LLLL
       135,2021/03/25 09:33:08,  0,+  22.5,+  22.9,+  22.0,+  22.1,+  21.6,+  22.3,+  23.0,+  23.2,LLLLLLLLLL,LLLL
       136,2021/03/25 09:33:08,500,+  22.5,+  22.9,+  22.0,+  22.2,+  21.6,+  22.3,+  23.0,+  23.2,LLLLLLLLLL,LLLL
       137,2021/03/25 09:33:09,  0,+  22.5,+  22.9,+  22.0,+  22.2,+  21.6,+  22.3,+  23.1,+  23.1,LLLLLLLLLL,LLLL
       138,2021/03/25 09:33:09,500,+  22.5,+  22.9,+  22.0,+  22.2,+  21.6,+  22.3,+  23.0,+  23.2,LLLLLLLLLL,LLLL
       139,2021/03/25 09:33:10,  0,+  22.5,+  22.9,+  22.0,+  22.2,+  21.6,+  22.3,+  23.1,+  23.2,LLLLLLLLLL,LLLL
       140,2021/03/25 09:33:10,500,+  22.5,+  22.8,+  22.0,+  22.1,+  21.6,+  22.3,+  23.0,+  23.2,LLLLLLLLLL,LLLL
       141,2021/03/25 09:33:11,  0,+  22.5,+  22.8,+  22.0,+  22.2,+  21.6,+  22.3,+  23.1,+  23.2,LLLLLLLLLL,LLLL
       142,2021/03/25 09:33:11,500,+  22.5,+  22.9,+  21.9,+  22.2,+  21.6,+  22.3,+  23.0,+  23.2,LLLLLLLLLL,LLLL
       143,2021/03/25 09:33:12,  0,+  22.5,+  22.8,+  22.0,+  22.1,+  21.6,+  22.3,+  23.1,+  23.2,LLLLLLLLLL,LLLL
       144,2021/03/25 09:33:12,500,+  22.5,+  22.8,+  22.0,+  22.1,+  21.6,+  22.3,+  23.1,+  23.2,LLLLLLLLLL,LLLL
       145,2021/03/25 09:33:13,  0,+  22.5,+  22.8,+  22.0,+  22.1,+  21.6,+  22.3,+  23.1,+  23.2,LLLLLLLLLL,LLLL
       146,2021/03/25 09:33:13,500,+  22.5,+  22.8,+  22.0,+  22.1,+  21.6,+  22.3,+  23.0,+  23.2,LLLLLLLLLL,LLLL
       147,2021/03/25 09:33:14,  0,+  22.5,+  22.8,+  22.0,+  22.1,+  21.6,+  22.3,+  23.0,+  23.1,LLLLLLLLLL,LLLL
       148,2021/03/25 09:33:14,500,+  22.5,+  22.8,+  22.0,+  22.1,+  21.6,+  22.3,+  23.0,+  23.2,LLLLLLLLLL,LLLL
       149,2021/03/25 09:33:15,  0,+  22.5,+  22.9,+  22.0,+  22.1,+  21.6,+  22.3,+  23.1,+  23.1,LLLLLLLLLL,LLLL
       150,2021/03/25 09:33:15,500,+  22.5,+  22.9,+  22.0,+  22.1,+  21.7,+  22.3,+  23.1,+  23.2,LLLLLLLLLL,LLLL
       151,2021/03/25 09:33:16,  0,+  22.5,+  22.9,+  22.0,+  22.1,+  21.6,+  22.3,+  23.1,+  23.2,LLLLLLLLLL,LLLL
